# ========== DAILY VOLUME PROFILE SNAPSHOTS (Last 7 Days) ==========
date	poc	vah	val	total_volume
2026-03-30	599.9	617.8	599.9	86249.86
2026-03-31	616.9	620.7	614.6	81300.07
2026-04-01	592.2	614.3	578.4	171877.50
2026-04-02	584.1	587.9	582.3	61201.27
2026-04-03	589.8	591.8	587.4	35361.28
2026-04-04	593.0	595.2	589.3	38704.59
2026-04-05	604.9	609.4	591.4	78865.58

# ========== UNTESTED POC LEVELS (Last 7 days not touched) ==========
date	poc	vah	val
NO_UNTESTED_POC	0	0	0
