timestamp	spot_price	mark_price	funding_rate	oi_current	oi_change_2h_pct	oi_trend	ls_ratio	long_pct	short_pct	arb_basis_pct	annualized_return	liquidations_count	latest_liq_price	latest_liq_qty
1776180479622	2345.66	2344.72295349	4.884e-05	2318352.168	-3.2823	neutral	0.9033	0.4746	0.5254	-0.0399	5.35	0	0	0
1776180487408	2345.23	2343.82	4.884e-05	2318352.168	-3.2823	neutral	0.9033	0.4746	0.5254	-0.0601	5.35	0	0	0
